# SYNTHETIC FIXTURE DATA - invented for pipeline testing. Not real filings, people, securities or prices.
ticker,date,open,high,low,close,adj_close,volume
XLV,2024-03-07,267.0388,269.9167,266.0795,267.9981,267.9981,7631251
XLV,2024-03-08,265.8221,266.6016,265.5623,266.0819,266.0819,6994532
XLV,2024-03-11,264.9314,266.0284,264.5658,265.2971,265.2971,5775687
XLV,2024-03-12,263.336,267.1428,262.067,264.6049,264.6049,2723047
XLV,2024-03-13,262.5021,263.3435,262.2216,262.7825,262.7825,8911309
XLV,2024-03-14,258.4579,258.5332,258.4328,258.483,258.483,2192826
XLV,2024-03-15,258.1901,259.1335,257.8757,258.5046,258.5046,1755749
XLV,2024-03-18,259.0647,260.8421,258.4723,259.6572,259.6572,6613375
XLV,2024-03-19,259.5249,261.4466,258.8844,260.1655,260.1655,5657509
XLV,2024-03-20,262.6756,264.1797,262.1742,263.1769,263.1769,5179409
XLV,2024-03-21,259.9155,263.0546,258.8692,260.9619,260.9619,7370469
XLV,2024-03-22,262.2349,262.8801,262.0199,262.45,262.45,307061
XLV,2024-03-25,259.5632,260.5099,259.2476,259.8788,259.8788,4069938
XLV,2024-03-26,261.2355,261.6731,261.0896,261.3814,261.3814,6393379
XLV,2024-03-27,255.8158,256.137,255.7088,255.9229,255.9229,6164795
XLV,2024-03-28,255.9164,256.4892,255.7255,256.1074,256.1074,3318579
XLV,2024-03-29,254.3102,256.5049,253.5786,255.0417,255.0417,8446121
XLV,2024-04-01,253.6253,254.7337,253.2559,253.9948,253.9948,3243791
XLV,2024-04-02,256.7214,258.6803,256.0684,257.3744,257.3744,2827177
XLV,2024-04-03,256.3175,258.9786,255.4305,257.2045,257.2045,5265759
XLV,2024-04-04,256.6688,257.2163,256.4863,256.8513,256.8513,6930051
XLV,2024-04-05,257.6815,258.444,257.4273,257.9356,257.9356,5560447
XLV,2024-04-08,261.2015,261.3992,261.1356,261.2674,261.2674,699280
XLV,2024-04-09,258.5884,261.3297,257.6747,259.5022,259.5022,220385
XLV,2024-04-10,264.8435,265.3368,264.679,265.0079,265.0079,6962131
XLV,2024-04-11,266.0502,268.5098,265.2303,266.8701,266.8701,3975445
XLV,2024-04-12,262.4006,264.2764,261.7753,263.0258,263.0258,2780447
XLV,2024-04-15,261.1724,261.7641,260.9752,261.3696,261.3696,8283979
XLV,2024-04-16,258.8273,259.9637,258.4485,259.2061,259.2061,5236789
XLV,2024-04-17,257.8325,259.0658,257.4214,258.2436,258.2436,3353523
XLV,2024-04-18,255.4579,255.814,255.3392,255.5766,255.5766,6797989
XLV,2024-04-19,255.156,257.2686,254.4518,255.8602,255.8602,8899294
XLV,2024-04-22,259.6919,260.1196,259.5493,259.8344,259.8344,6275711
XLV,2024-04-23,255.4086,255.8705,255.2546,255.5626,255.5626,4646342
XLV,2024-04-24,256.9917,257.8492,256.7059,257.2775,257.2775,6410689
XLV,2024-04-25,257.8577,258.2891,257.7139,258.0015,258.0015,3303150
XLV,2024-04-26,254.6612,258.4486,253.3987,255.9237,255.9237,5429564
XLV,2024-04-29,253.9707,256.1204,253.2542,254.6873,254.6873,3235138
XLV,2024-04-30,254.5514,255.0392,254.3888,254.714,254.714,8534095
XLV,2024-05-01,253.745,256.4664,252.8379,254.6521,254.6521,1895573
XLV,2024-05-02,255.424,257.2117,254.8281,256.0199,256.0199,7552642
XLV,2024-05-03,254.7082,255.0075,254.6084,254.808,254.808,5758501
XLV,2024-05-06,253.309,254.5796,252.8855,253.7325,253.7325,2628429
XLV,2024-05-07,256.7307,258.7625,256.0535,257.408,257.408,230044
XLV,2024-05-08,255.3223,256.3084,254.9936,255.651,255.651,1533264
XLV,2024-05-09,255.4567,257.9209,254.6353,256.2781,256.2781,3256752
XLV,2024-05-10,258.6141,259.1264,258.4434,258.7849,258.7849,4188207
XLV,2024-05-13,258.2348,258.6321,258.1024,258.3673,258.3673,8528308
XLV,2024-05-14,261.4911,261.9533,261.337,261.6452,261.6452,4283209
XLV,2024-05-15,261.1149,261.8865,260.8577,261.3721,261.3721,7395327
XLV,2024-05-16,262.6135,263.4865,262.3225,262.9045,262.9045,5802983
XLV,2024-05-17,263.7015,265.1694,263.2123,264.1908,264.1908,385646
XLV,2024-05-20,262.9341,264.202,262.5114,263.3567,263.3567,4486691
XLV,2024-05-21,264.376,265.9122,263.8639,264.888,264.888,2291042
XLV,2024-05-22,262.9285,263.8266,262.6292,263.2279,263.2279,8330259
XLV,2024-05-23,263.7022,264.7297,263.3597,264.0447,264.0447,6081049
XLV,2024-05-24,266.467,267.4558,266.1375,266.7966,266.7966,1645621
XLV,2024-05-27,270.0937,271.5157,269.6197,270.5677,270.5677,579724
XLV,2024-05-28,268.0346,268.9931,267.715,268.3541,268.3541,3435032
XLV,2024-05-29,269.7806,272.1857,268.9789,270.5823,270.5823,1720873
XLV,2024-05-30,268.66,272.7001,267.3133,270.0067,270.0067,3817972
XLV,2024-05-31,268.7017,269.439,268.456,268.9475,268.9475,1187636
XLV,2024-06-03,267.2461,268.7427,266.7472,267.745,267.745,2567569
XLV,2024-06-04,264.1165,264.7912,263.8915,264.3414,264.3414,2712070
XLV,2024-06-05,263.422,265.955,262.5776,264.2663,264.2663,1780757
XLV,2024-06-06,263.0811,263.8064,262.8393,263.3228,263.3228,885114
XLV,2024-06-07,259.3434,260.3899,258.9946,259.6923,259.6923,8562878
XLV,2024-06-10,259.1132,260.3398,258.7044,259.5221,259.5221,8655261
XLV,2024-06-11,259.6883,260.9162,259.2789,260.0976,260.0976,1958457
XLV,2024-06-12,263.8182,264.8768,263.4653,264.1711,264.1711,8520149
XLV,2024-06-13,265.5097,267.2968,264.914,266.1054,266.1054,3845735
XLV,2024-06-14,261.6687,262.4541,261.4069,261.9305,261.9305,2568342
XLV,2024-06-17,259.7694,260.8933,259.3947,260.144,260.144,6070074
XLV,2024-06-18,263.11,264.5344,262.6352,263.5848,263.5848,4052037
XLV,2024-06-19,261.9515,263.8641,261.3139,262.589,262.589,4884049
XLV,2024-06-20,263.8587,265.2968,263.3793,264.3381,264.3381,3828541
XLV,2024-06-21,261.2723,263.104,260.6618,261.8829,261.8829,6045794
XLV,2024-06-24,262.2377,262.8248,262.042,262.4334,262.4334,2046783
XLV,2024-06-25,257.4769,257.7879,257.3732,257.5806,257.5806,4812617
XLV,2024-06-26,256.7917,257.1131,256.6846,256.8989,256.8989,7021940
XLV,2024-06-27,252.6961,254.7026,252.0272,253.3649,253.3649,1744282
XLV,2024-06-28,252.5007,254.6382,251.7882,253.2132,253.2132,7491833
XLV,2024-07-01,252.5788,252.8819,252.4777,252.6798,252.6798,5030311
XLV,2024-07-02,255.4106,259.1995,254.1477,256.6736,256.6736,8311126
XLV,2024-07-03,257.4451,260.4194,256.4536,258.4365,258.4365,216245
XLV,2024-07-04,254.6133,255.9312,254.174,255.0526,255.0526,3007347
XLV,2024-07-05,250.17,251.3276,249.7842,250.5559,250.5559,3020794
XLV,2024-07-08,251.8405,252.7991,251.5209,252.16,252.16,1720106
XLV,2024-07-09,253.7739,255.1773,253.3061,254.2417,254.2417,5368795
XLV,2024-07-10,252.9988,256.3462,251.883,254.1146,254.1146,1872152
XLV,2024-07-11,254.6078,254.8929,254.5128,254.7029,254.7029,8564164
XLV,2024-07-12,253.4181,253.8386,253.278,253.5583,253.5583,802251
XLV,2024-07-15,251.271,252.1093,250.9916,251.5504,251.5504,2700580
XLV,2024-07-16,251.9117,252.377,251.7566,252.0668,252.0668,2380232
XLV,2024-07-17,250.1501,251.5987,249.6673,250.633,250.633,488529
XLV,2024-07-18,250.4622,251.099,250.2499,250.6745,250.6745,5214634
XLV,2024-07-19,252.1631,252.4317,252.0735,252.2526,252.2526,2235851
XLV,2024-07-22,252.1972,253.0826,251.9021,252.4923,252.4923,6556816
XLV,2024-07-23,249.3444,249.7477,249.2099,249.4788,249.4788,2593498
XLV,2024-07-24,250.155,252.4704,249.3832,250.9268,250.9268,4704932
XLV,2024-07-25,255.2845,259.5767,253.8538,256.7153,256.7153,7449926
XLV,2024-07-26,259.9046,260.3239,259.7648,260.0443,260.0443,8238195
XLV,2024-07-29,254.4086,255.5579,254.0255,254.7917,254.7917,6895353
XLV,2024-07-30,253.9263,255.0942,253.5369,254.3156,254.3156,5647611
XLV,2024-07-31,251.4684,253.4903,250.7944,252.1424,252.1424,1481401
XLV,2024-08-01,252.2682,252.8572,252.0718,252.4645,252.4645,8161777
XLV,2024-08-02,251.6408,253.5514,251.004,252.2777,252.2777,2607182
XLV,2024-08-05,250.6977,252.4224,250.1228,251.2726,251.2726,3216122
XLV,2024-08-06,249.7195,250.0622,249.6053,249.8338,249.8338,8836802
XLV,2024-08-07,251.5926,251.706,251.5548,251.6304,251.6304,4148027
XLV,2024-08-08,253.2947,254.1049,253.0246,253.5647,253.5647,2762581
XLV,2024-08-09,251.1562,252.648,250.6589,251.6535,251.6535,2532554
XLV,2024-08-12,252.1148,253.1637,251.7651,252.4644,252.4644,2424760
XLV,2024-08-13,248.3114,248.6811,248.1881,248.4346,248.4346,1322499
XLV,2024-08-14,252.8525,253.7866,252.5412,253.1639,253.1639,6276503
XLV,2024-08-15,260.5301,260.6946,260.4753,260.5849,260.5849,249447
XLV,2024-08-16,261.0025,261.2593,260.9169,261.0881,261.0881,5591995
XLV,2024-08-19,262.9174,263.4766,262.731,263.1038,263.1038,8343440
XLV,2024-08-20,263.3625,264.1377,263.1041,263.6209,263.6209,3011643
XLV,2024-08-21,265.1445,266.9049,264.5576,265.7313,265.7313,6924142
XLV,2024-08-22,265.9187,266.5699,265.7016,266.1357,266.1357,1173865
XLV,2024-08-23,264.5033,265.2866,264.2422,264.7644,264.7644,7256947
XLV,2024-08-26,263.5238,263.7879,263.4358,263.6118,263.6118,3431970
XLV,2024-08-27,260.5683,262.9677,259.7685,261.3681,261.3681,1781670
XLV,2024-08-28,257.6643,259.7326,256.9749,258.3537,258.3537,1022167
XLV,2024-08-29,254.5999,256.0914,254.1027,255.0971,255.0971,6914499
XLV,2024-08-30,258.8493,259.913,258.4948,259.2039,259.2039,2433067
XLV,2024-09-02,260.1744,260.7994,259.9661,260.3827,260.3827,7823402
XLV,2024-09-03,258.0466,259.0446,257.7139,258.3792,258.3792,954813
XLV,2024-09-04,257.9529,260.0869,257.2416,258.6643,258.6643,2733830
XLV,2024-09-05,260.2928,262.1011,259.6901,260.8956,260.8956,7407629
XLV,2024-09-06,258.5373,261.3354,257.6047,259.47,259.47,8226445
XLV,2024-09-09,258.7609,261.4582,257.8618,259.66,259.66,5379102
XLV,2024-09-10,259.045,259.2265,258.9845,259.1055,259.1055,6892257
XLV,2024-09-11,263.3108,265.351,262.6307,263.9909,263.9909,2932421
XLV,2024-09-12,267.4294,267.6849,267.3442,267.5146,267.5146,6206815
XLV,2024-09-13,266.2931,268.3545,265.6059,266.9802,266.9802,2721172
XLV,2024-09-16,263.6355,265.2094,263.1108,264.1601,264.1601,3108046
XLV,2024-09-17,264.2064,265.2458,263.8599,264.5528,264.5528,260993
XLV,2024-09-18,261.9868,262.6662,261.7603,262.2133,262.2133,4289759
XLV,2024-09-19,262.8638,263.8167,262.5461,263.1814,263.1814,2939005
XLV,2024-09-20,263.938,264.9016,263.6168,264.2592,264.2592,8503194
XLV,2024-09-23,260.6571,263.52,259.7028,261.6114,261.6114,1371410
XLV,2024-09-24,259.8832,261.9825,259.1835,260.583,260.583,4095497
XLV,2024-09-25,260.505,261.8576,260.0542,260.9559,260.9559,7916602
XLV,2024-09-26,258.9031,259.3734,258.7463,259.0599,259.0599,2317757
XLV,2024-09-27,261.7341,262.3884,261.516,261.9522,261.9522,4733519
XLV,2024-09-30,257.2792,261.0738,256.0144,258.5441,258.5441,8216331
XLV,2024-10-01,260.6623,262.358,260.0971,261.2275,261.2275,1296319
XLV,2024-10-02,258.3094,258.7262,258.1705,258.4484,258.4484,8134258
XLV,2024-10-03,253.7177,255.9439,252.9756,254.4598,254.4598,7554366
XLV,2024-10-04,251.6848,251.9061,251.6111,251.7586,251.7586,6500891
XLV,2024-10-07,247.3807,248.9214,246.8671,247.8943,247.8943,641846
XLV,2024-10-08,247.5144,249.7686,246.763,248.2658,248.2658,2590057
XLV,2024-10-09,248.7522,249.8108,248.3993,249.1051,249.1051,6012199
XLV,2024-10-10,243.2192,244.4904,242.7955,243.643,243.643,8767068
XLV,2024-10-11,243.986,245.0291,243.6383,244.3337,244.3337,6444852
XLV,2024-10-14,244.2944,245.9109,243.7555,244.8332,244.8332,1738419
XLV,2024-10-15,242.9451,244.3941,242.4621,243.4281,243.4281,2272500
XLV,2024-10-16,242.5882,244.3356,242.0057,243.1706,243.1706,3043536
XLV,2024-10-17,242.2105,243.3814,241.8202,242.6008,242.6008,2393787
XLV,2024-10-18,241.4243,242.946,240.9171,241.9315,241.9315,8594197
XLV,2024-10-21,240.8477,241.4256,240.6551,241.0403,241.0403,2304711
XLV,2024-10-22,237.5904,238.718,237.2145,237.9662,237.9662,2191322
XLV,2024-10-23,235.572,237.5994,234.8962,236.2478,236.2478,5323469
XLV,2024-10-24,236.4346,237.6174,236.0404,236.8289,236.8289,2059150
XLV,2024-10-25,235.5022,236.0307,235.3261,235.6784,235.6784,7424232
XLV,2024-10-28,236.2294,236.5044,236.1377,236.321,236.321,1464956
XLV,2024-10-29,234.0312,235.0526,233.6907,234.3717,234.3717,3494125
XLV,2024-10-30,233.9659,234.726,233.7125,234.2192,234.2192,752115
XLV,2024-10-31,232.3823,234.0515,231.8259,232.9387,232.9387,8717825
XLV,2024-11-01,231.5679,231.8733,231.466,231.6697,231.6697,978849
XLV,2024-11-04,231.406,231.4168,231.4024,231.4096,231.4096,2469585
XLV,2024-11-05,229.3836,229.7118,229.2742,229.493,229.493,4413012
XLV,2024-11-06,228.695,229.6639,228.3721,229.018,229.018,3736705
XLV,2024-11-07,230.2907,230.8412,230.1071,230.4742,230.4742,4018311
XLV,2024-11-08,228.9433,228.9786,228.9316,228.9551,228.9551,966897
XLV,2024-11-11,224.0988,224.2062,224.063,224.1346,224.1346,1730116
XLV,2024-11-12,225.5499,228.436,224.5879,226.5119,226.5119,2100411
XLV,2024-11-13,225.0312,226.4693,224.5518,225.5106,225.5106,5798798
XLV,2024-11-14,226.7038,226.9516,226.6212,226.7864,226.7864,5798699
XLV,2024-11-15,224.5052,225.4575,224.1877,224.8226,224.8226,8981227
XLV,2024-11-18,220.7812,221.1447,220.66,220.9023,220.9023,3651888
XLV,2024-11-19,222.83,223.34,222.66,223.0,223.0,474851
XLV,2024-11-20,221.7314,222.6587,221.4223,222.0405,222.0405,1170354
XLV,2024-11-21,223.6595,226.0444,222.8645,224.4545,224.4545,4537976
XLV,2024-11-22,225.7246,225.8925,225.6686,225.7805,225.7805,1011009
XLV,2024-11-25,227.4275,229.175,226.8451,228.01,228.01,445052
XLV,2024-11-26,225.5967,226.7484,225.2128,225.9806,225.9806,3853267
XLV,2024-11-27,224.5582,225.6422,224.1968,224.9195,224.9195,2899278
XLV,2024-11-28,225.4388,226.0332,225.2406,225.6369,225.6369,4909146
XLV,2024-11-29,219.6267,221.0242,219.1609,220.0925,220.0925,7875951
XLV,2024-12-02,219.3532,221.6356,218.5924,220.114,220.114,1143706
XLV,2024-12-03,220.0481,220.4332,219.9198,220.1765,220.1765,6412877
XLV,2024-12-04,221.9292,223.5112,221.4018,222.4565,222.4565,7780041
XLV,2024-12-05,222.111,222.5262,221.9727,222.2494,222.2494,4071307
XLV,2024-12-06,224.2781,224.7767,224.1118,224.4443,224.4443,6008771
XLV,2024-12-09,224.676,225.4982,224.4019,224.9501,224.9501,5952093
XLV,2024-12-10,224.2466,224.9105,224.0253,224.4679,224.4679,3588288
XLV,2024-12-11,222.174,222.3237,222.1241,222.2239,222.2239,657016
XLV,2024-12-12,226.2874,226.5372,226.2042,226.3707,226.3707,7102477
XLV,2024-12-13,227.7115,227.8843,227.6539,227.7691,227.7691,3044564
XLV,2024-12-16,225.3221,226.1205,225.056,225.5882,225.5882,2060598
XLV,2024-12-17,225.802,226.519,225.5629,226.041,226.041,2806524
XLV,2024-12-18,228.0456,229.4181,227.588,228.5031,228.5031,7654897
XLV,2024-12-19,230.6041,231.8156,230.2002,231.0079,231.0079,8111037
XLV,2024-12-20,231.546,232.5842,231.1999,231.8921,231.8921,213926
XLV,2024-12-23,235.389,235.5935,235.3209,235.4572,235.4572,922465
XLV,2024-12-24,231.1916,231.3772,231.1298,231.2535,231.2535,4571691
XLV,2024-12-25,231.7026,232.3035,231.5023,231.9029,231.9029,8602316
XLV,2024-12-26,228.4632,230.9649,227.6292,229.2971,229.2971,264977
XLV,2024-12-27,229.6475,230.0406,229.5164,229.7785,229.7785,2834662
XLV,2024-12-30,229.418,230.6929,228.993,229.8429,229.8429,5514068
XLV,2024-12-31,229.9326,231.6954,229.345,230.5202,230.5202,5820734
GDX,2019-01-02,157.8611,159.6622,157.2608,158.4615,158.4615,1503854
GDX,2019-01-03,158.6974,158.7717,158.6726,158.7222,158.7222,8001405
GDX,2019-01-04,154.5107,155.0872,154.3185,154.7029,154.7029,550502
GDX,2019-01-07,154.7252,155.3459,154.5184,154.9321,154.9321,1741930
GDX,2019-01-08,158.2115,158.3097,158.1788,158.2442,158.2442,5125255
GDX,2019-01-09,154.4707,155.133,154.2499,154.6915,154.6915,2895266
GDX,2019-01-10,158.3074,159.3201,157.9699,158.645,158.645,2431473
GDX,2019-01-11,155.0951,156.7177,154.5543,155.636,155.636,2757773
GDX,2019-01-14,161.499,161.8767,161.3731,161.6249,161.6249,2410692
GDX,2019-01-15,161.738,162.096,161.6187,161.8573,161.8573,1864858
GDX,2019-01-16,159.6578,160.8613,159.2566,160.0589,160.0589,6594219
GDX,2019-01-17,162.7548,162.9171,162.7006,162.8089,162.8089,4342507
GDX,2019-01-18,166.4511,166.752,166.3508,166.5514,166.5514,1224145
GDX,2019-01-21,165.725,166.2488,165.5504,165.8996,165.8996,2097095
GDX,2019-01-22,153.5195,153.668,153.47,153.569,153.569,4274561
GDX,2019-01-23,152.9682,153.0068,152.9553,152.981,152.981,6594621
GDX,2019-01-24,152.4391,153.1408,152.2051,152.673,152.673,3651044
GDX,2019-01-25,159.9739,160.0673,159.9428,160.005,160.005,8682061
GDX,2019-01-28,158.6042,159.5296,158.2957,158.9127,158.9127,2443944
GDX,2019-01-29,163.8472,165.5173,163.2905,164.4039,164.4039,3904551
GDX,2019-01-30,163.5565,165.3242,162.9673,164.1457,164.1457,7809307
GDX,2019-01-31,158.1551,159.394,157.7421,158.5681,158.5681,6961751
GDX,2019-02-01,163.95,164.9879,163.6041,164.296,164.296,1333448
GDX,2019-02-04,168.1401,168.4255,168.0449,168.2352,168.2352,5697211
GDX,2019-02-05,169.1859,169.9054,168.946,169.4257,169.4257,8235285
GDX,2019-02-06,169.8219,170.5238,169.588,170.0559,170.0559,3323236
GDX,2019-02-07,171.521,172.1316,171.3175,171.7246,171.7246,4942300
GDX,2019-02-08,173.9682,174.8243,173.6828,174.2535,174.2535,8839748
GDX,2019-02-11,169.3593,171.0252,168.804,169.9146,169.9146,8354924
GDX,2019-02-12,170.7675,172.7084,170.1205,171.4144,171.4144,1620501
GDX,2019-02-13,173.9974,174.4237,173.8554,174.1395,174.1395,5881304
GDX,2019-02-14,180.473,181.0377,180.2847,180.6612,180.6612,6867145
GDX,2019-02-15,183.7411,184.3609,183.5345,183.9477,183.9477,976370
GDX,2019-02-18,190.9301,191.8466,190.6246,191.2356,191.2356,6530926
GDX,2019-02-19,193.5877,195.5883,192.9208,194.2545,194.2545,1284657
GDX,2019-02-20,195.1264,196.1103,194.7984,195.4543,195.4543,8244976
GDX,2019-02-21,194.8249,195.5692,194.5768,195.073,195.073,6530793
GDX,2019-02-22,200.5905,201.0524,200.4365,200.7445,200.7445,3642554
GDX,2019-02-25,206.1194,206.7869,205.897,206.3419,206.3419,7369834
GDX,2019-02-26,204.4402,205.8849,203.9586,204.9217,204.9217,2254465
GDX,2019-02-27,209.6708,210.8638,209.2731,210.0684,210.0684,8309140
GDX,2019-02-28,210.4823,211.5334,210.1319,210.8327,210.8327,7703130
GDX,2019-03-01,213.5405,214.2445,213.3058,213.7751,213.7751,2377947
GDX,2019-03-04,213.9181,214.0501,213.8741,213.9621,213.9621,3609044
GDX,2019-03-05,215.9183,217.1913,215.494,216.3426,216.3426,4410441
GDX,2019-03-06,222.9562,223.6981,222.7089,223.2035,223.2035,5077805
GDX,2019-03-07,227.6718,230.2447,226.8141,228.5294,228.5294,6885622
GDX,2019-03-08,228.2388,229.6507,227.7681,228.7094,228.7094,2593281
GDX,2019-03-11,226.9495,228.1223,226.5586,227.3405,227.3405,5351161
GDX,2019-03-12,228.467,229.7523,228.0386,228.8954,228.8954,8954536
GDX,2019-03-13,224.2495,225.1275,223.9568,224.5422,224.5422,298809
GDX,2019-03-14,219.4999,220.5785,219.1404,219.8595,219.8595,8990547
GDX,2019-03-15,226.2467,226.7864,226.0668,226.4266,226.4266,1364410
GDX,2019-03-18,222.4757,223.6647,222.0794,222.872,222.872,8491543
GDX,2019-03-19,226.4103,227.317,226.1081,226.7125,226.7125,3169462
GDX,2019-03-20,232.4025,233.7946,231.9385,232.8665,232.8665,4168054
GDX,2019-03-21,233.7328,234.0855,233.6152,233.8504,233.8504,2607130
GDX,2019-03-22,240.0711,240.2956,239.9962,240.1459,240.1459,3576389
GDX,2019-03-25,238.6552,240.4218,238.0663,239.244,239.244,6165067
GDX,2019-03-26,235.2635,236.4706,234.8611,235.6659,235.6659,8002127
GDX,2019-03-27,237.3729,237.4396,237.3507,237.3952,237.3952,1262440
GDX,2019-03-28,238.2595,241.0231,237.3383,239.1807,239.1807,5738553
GDX,2019-03-29,233.7174,233.9992,233.6234,233.8113,233.8113,3977689
GDX,2019-04-01,240.2183,240.9497,239.9745,240.4621,240.4621,4002443
GDX,2019-04-02,242.3116,243.7035,241.8477,242.7756,242.7756,5661390
GDX,2019-04-03,250.9368,251.9194,250.6093,251.2643,251.2643,1978738
GDX,2019-04-04,253.4339,254.0093,253.2421,253.6257,253.6257,3321101
GDX,2019-04-05,250.7377,252.6195,250.1105,251.365,251.365,202444
GDX,2019-04-08,253.0905,253.5386,252.9411,253.2398,253.2398,3315047
GDX,2019-04-09,248.3951,249.4548,248.0418,248.7483,248.7483,8266328
GDX,2019-04-10,247.8305,249.1754,247.3822,248.2788,248.2788,218041
GDX,2019-04-11,252.1619,254.476,251.3905,252.9332,252.9332,6610349
GDX,2019-04-12,259.4663,259.8538,259.3371,259.5955,259.5955,926610
GDX,2019-04-15,259.0589,261.2426,258.331,259.7868,259.7868,6678479
GDX,2019-04-16,255.0326,255.3134,254.9391,255.1262,255.1262,3078073
GDX,2019-04-17,258.8904,259.749,258.6042,259.1766,259.1766,3291290
GDX,2019-04-18,266.6753,266.9843,266.5723,266.7783,266.7783,5575015
GDX,2019-04-19,265.6089,267.4135,265.0074,266.2105,266.2105,1132013
GDX,2019-04-22,263.4676,264.4116,263.153,263.7823,263.7823,6289449
GDX,2019-04-23,262.7394,264.2688,262.2296,263.2492,263.2492,566507
GDX,2019-04-24,268.092,268.933,267.8117,268.3723,268.3723,2593359
GDX,2019-04-25,272.0543,272.2393,271.9926,272.116,272.116,8044474
GDX,2019-04-26,276.3096,276.6553,276.1943,276.4248,276.4248,1546863
GDX,2019-04-29,273.2185,275.4683,272.4686,273.9684,273.9684,7944615
GDX,2019-04-30,272.2392,272.5934,272.1211,272.3573,272.3573,3017495
GDX,2019-05-01,263.2578,266.6937,262.1125,264.4031,264.4031,6857562
GDX,2019-05-02,268.0133,269.27,267.5944,268.4322,268.4322,8984407
GDX,2019-05-03,269.8192,270.5003,269.5922,270.0463,270.0463,8601027
GDX,2019-05-06,270.1349,270.1939,270.1152,270.1546,270.1546,6627807
GDX,2019-05-07,270.8273,272.237,270.3575,271.2972,271.2972,2269120
GDX,2019-05-08,275.4099,275.4217,275.4059,275.4138,275.4138,4586663
GDX,2019-05-09,265.3107,266.398,264.9482,265.6731,265.6731,248854
GDX,2019-05-10,264.1505,266.8082,263.2646,265.0364,265.0364,2414140
GDX,2019-05-13,256.4844,258.1644,255.9244,257.0444,257.0444,4358192
GDX,2019-05-14,258.718,258.8,258.6907,258.7453,258.7453,3056105
GDX,2019-05-15,254.1714,254.3932,254.0975,254.2453,254.2453,1063131
GDX,2019-05-16,248.563,249.5712,248.227,248.8991,248.8991,5305976
GDX,2019-05-17,242.48,242.4976,242.4741,242.4859,242.4859,1120005
GDX,2019-05-20,247.1715,249.6659,246.34,248.003,248.003,968581
GDX,2019-05-21,240.9492,242.3391,240.4859,241.4125,241.4125,2821835
GDX,2019-05-22,238.328,238.495,238.2724,238.3837,238.3837,5914193
GDX,2019-05-23,239.8158,240.6174,239.5486,240.083,240.083,2585749
GDX,2019-05-24,244.896,245.9487,244.5451,245.2469,245.2469,6031885
GDX,2019-05-27,239.0685,240.9685,238.4352,239.7019,239.7019,1396996
GDX,2019-05-28,238.3558,238.6766,238.2488,238.4627,238.4627,5548773
GDX,2019-05-29,238.3655,240.1692,237.7643,238.9668,238.9668,5202476
GDX,2019-05-30,238.4297,238.847,238.2906,238.5688,238.5688,7878874
GDX,2019-05-31,232.2603,232.2639,232.2591,232.2615,232.2615,4141170
GDX,2019-06-03,244.108,244.25,244.0607,244.1553,244.1553,6202565
GDX,2019-06-04,234.8586,235.0922,234.7808,234.9365,234.9365,2362088
GDX,2019-06-05,234.0804,236.6856,233.212,234.9488,234.9488,2384377
GDX,2019-06-06,230.4514,231.4925,230.1044,230.7984,230.7984,4064327
GDX,2019-06-07,239.8226,241.0248,239.4219,240.2233,240.2233,2851254
GDX,2019-06-10,237.6236,239.1701,237.1081,238.1391,238.1391,5601669
GDX,2019-06-11,241.0864,241.4352,240.9702,241.2027,241.2027,6968437
GDX,2019-06-12,240.1983,240.6972,240.032,240.3646,240.3646,1375228
GDX,2019-06-13,241.8621,242.2262,241.7407,241.9834,241.9834,8203555
GDX,2019-06-14,245.3681,246.4192,245.0177,245.7185,245.7185,527883
GDX,2019-06-17,245.8287,248.1536,245.0537,246.6036,246.6036,7314617
GDX,2019-06-18,241.8457,242.5775,241.6017,242.0896,242.0896,334770
GDX,2019-06-19,233.6668,234.1063,233.5203,233.8133,233.8133,8472262
GDX,2019-06-20,232.614,233.391,232.355,232.873,232.873,7021377
GDX,2019-06-21,231.3657,231.8414,231.2072,231.5243,231.5243,3850771
GDX,2019-06-24,229.9395,230.4288,229.7764,230.1026,230.1026,3601791
GDX,2019-06-25,221.1928,222.2354,220.8453,221.5403,221.5403,6454565
GDX,2019-06-26,218.7826,218.8767,218.7512,218.814,218.814,8051980
GDX,2019-06-27,217.0108,218.4422,216.5337,217.4879,217.4879,8187816
GDX,2019-06-28,209.6065,211.3319,209.0313,210.1816,210.1816,4254824
GDX,2019-07-01,214.3879,215.3711,214.0602,214.7156,214.7156,5102708
GDX,2019-07-02,209.551,210.5105,209.2312,209.8708,209.8708,8367042
GDX,2019-07-03,203.8774,206.3303,203.0597,204.695,204.695,6090242
GDX,2019-07-04,201.1577,202.1588,200.824,201.4914,201.4914,3703900
GDX,2019-07-05,212.0848,213.188,211.7171,212.4525,212.4525,3935374
GDX,2019-07-08,202.7562,205.4097,201.8717,203.6407,203.6407,8615147
GDX,2019-07-09,202.512,202.7413,202.4356,202.5884,202.5884,2769413
GDX,2019-07-10,198.3402,199.9859,197.7916,198.8888,198.8888,1577737
GDX,2019-07-11,192.6155,194.7548,191.9025,193.3286,193.3286,5028599
GDX,2019-07-12,187.5401,188.1917,187.323,187.7573,187.7573,5850751
GDX,2019-07-15,186.5028,187.9154,186.0319,186.9736,186.9736,8589402
GDX,2019-07-16,184.7438,185.2024,184.5909,184.8966,184.8966,5557697
